movieId,title,release_date,overview,popularity,vote_average,vote_count,tmdb_id
949,East of Eden (1955),8/9/2012,"A wayward young man who, while seeking his own identity, vies for the affection of his deeply religious father against his favored brother.",0.3941,8,2,717324
950,"Thin Man, The (1934)",12/24/1944,"On a trip to visit his parents, detective Nick Charles gets mixed up in a murder investigation.",1.2162,7.1,95,14594
951,His Girl Friday (1940),1/18/1940,"Walter Burns is an irresistibly conniving newspaper publisher desperate to woo back his paper’s star reporter, who also happens to be his estranged wife. She’s threatening to quit and settle down with a new beau, but, as Walter knows, she has a weakness: she can’t resist a juicy scoop.",1.64,7.396,879,3085
952,Around the World in 80 Days (1956),3/20/1919,Wealthy Englishman Phileas Fogg bets his friends that he can travel around the world in 80 days.,2.3884,5.5,2,501716
953,It's a Wonderful Life (1946),2/6/1994,"This 1994 Chinese New Year offering takes place over a period of time between one Christmas and Chinese New Year's eve. We are introduced to thirteen ""Big Rich"" people, learn of their particular dispositions and dilemmas, are witness to the former either getting changed or developed and see the latter (re)solved. Teresa Mo as the daughter just returned from studying in France; Leslie Cheung as the friend who came in tow; Tony Leung Kar Fai as the cartoonist son who can only speak normally when he is anxious; Anita Yuen as the woman who Tony Leung's character falls in love with; Carol ""Do Do"" Cheng as her flat-chested, disciplinary-cum-art teacher sister; Raymond Wong as the eldest son who cannot handle alcohol well; Petrina Fung Bo Bo as his estranged wife; Sean Lau as the marriage-minded cousin; and Kwan Tak Hing as the eccentric-but-definitely-not-senile grandfather.",2.7324,5.6,15,318635
954,Mr. Smith Goes to Washington (1939),10/19/1939,"After the death of a United States Senator, idealistic Jefferson Smith is appointed as his replacement in Washington. Soon, the naive and earnest new senator has to battle political corruption.",2.0983,7.844,1112,3083
955,Bringing Up Baby (1938),2/18/1938,"David Huxley is waiting to get a bone he needs for his museum collection. Through a series of strange circumstances, he meets Susan Vance, and the duo have a series of misadventures which include a leopard called Baby.",3.823,7.53,1022,900
956,Penny Serenade (1941),4/24/1941,"Julie and Roger are a love-struck married couple who desperately want to have a child. Tragedy after tragedy gets in their way, as the two attempt to rise above their troubles and fulfill their dreams of parenthood.",1.3281,6.5,113,43795
959,Of Human Bondage (1934),7/20/1934,A young man finds himself attracted to a cold and unfeeling waitress who may ultimately destroy them both.,1.6993,6.5,134,43905
961,Little Lord Fauntleroy (1936),9/15/1921,An American boy turns out to be the long-lost heir of a British fortune. He is sent to live with the cold and unsentimental lord who oversees the trust.,4.0925,6.969,16,175330
963,"Inspector General, The (1949)",12/31/1949,"An illiterate stooge in a traveling medicine show wanders into a strange town and is picked up on a vagrancy charge. The town's corrupt officials mistake him for the inspector general whom they think is traveling in disguise. Fearing he will discover they've been pocketing tax money, they make several bungled attempts to kill him.",4.7029,6.5,53,40206
965,"39 Steps, The (1935)",6/6/1935,"Richard Hanney has a rude awakening when a glamorous female spy falls into his bed - with a knife in her back. Having a bit of trouble explaining it all to Scotland Yard, he heads for the hills of Scotland to try to clear his name by locating the spy ring known as The 39 Steps.",4.0932,7.3,995,260
968,Night of the Living Dead (1968),10/4/1968,"A group of strangers trapped in a farmhouse find themselves fending off a horde of recently dead, flesh-eating ghouls.",4.5431,7.6,2565,10331
969,"African Queen, The (1951)",1/7/1952,"At the start of the First World War, in the middle of Africa’s nowhere, a gin soaked riverboat captain is persuaded by a strong-willed missionary to go down river and face-off a German warship.",2.2338,7.35,999,488
970,Beat the Devil (1953),11/22/2002,"The Driver drag-races the Devil, in order to earn James Brown his soul.",1.7767,7,87,51939
971,Cat on a Hot Tin Roof (1958),8/19/1984,"An alcoholic ex-football player drinks his days away, having failed to come to terms with his sexuality and his real feelings for his football buddy who died after an ambiguous accident. His wife is crucified by her desperation to make him desire her: but he resists the affections of his wife. His reunion with his father—who is dying of cancer—jogs a host of memories and revelations for both father and son.",0.3038,5.583,12,4367
973,Meet John Doe (1941),3/14/1941,"As a parting shot, fired reporter Ann Mitchell prints a fake letter from unemployed ""John Doe,"" who threatens suicide in protest of social ills. The paper is forced to rehire Ann and hires John Willoughby to impersonate ""Doe."" Ann and her bosses cynically milk the story for all it's worth, until the made-up ""John Doe"" philosophy starts a whole political movement.",1.241,7.295,268,32574
976,"Farewell to Arms, A (1932)",12/8/1932,"A tale of the World War I love affair, begun in Italy, between American ambulance driver Lt. Frederic Henry and British nurse Catherine Barkley. Eventually separated by Frederic's transfer, tremendous challenges and difficult decisions face each as the war rages on.",2.8172,6.1,146,22649
979,Nothing Personal (1995),3/28/1980,Environmentally concerned lawyer Abigail Adams works with Professor Roger Keller in his effort to protect baby seals from slaughter.,1.0703,5.708,12,255837
981,Dangerous Ground (1997),2/12/1997,"Vusi Madlazi returns to the South African village he left as a young boy to bury his father. He meets up with his brother Ernest, who tells him their other brother Stephen couldn't be contacted. Vusi goes to Johannesburg to find him, but at first can only find his neighbor/girlfriend, Karin, a stripper. Vusi proceeds to learn how conditions have changed since the end of apartheid, not always for the better for black men.",4.0519,4.339,28,52855
982,Picnic (1955),9/20/2024,"One day, Ayano goes on a picnic with her boyfriend Shuichi and his little daughter Minato. However, the air between the three is a little awkward due to the presence of Minato's dead mother, Miho. Eventually, the three of them scatter. Minato is immersed in memories of her mother. Shuichi sees a family fantasy from the past. And then ghost Miho appears in front of Ayano. After talking for a while without saying each other's names, the two parted ways.",0.1339,0,0,1346601
984,"Pompatus of Love, The (1996)",7/26/1996,"Four guys sit around drinking beer and talking, trying to figure out the meaning of ""the pompatus of love"" (from the Steve Miller song ""Joker"") and analyzing their relationships with women.",0.6254,4.1,5,85328
986,Fly Away Home (1996),9/13/1996,"Amy is only 13 years old when her mother is killed. She goes to Canada to live with her father, an eccentric inventor whom she barely knows. Amy is miserable in her new life... until she discovers a nest of goose eggs that were abandoned when a local forest was torn down. The eggs hatch and Amy becomes ""Mama Goose"". When Winter comes, Amy, and her dad must find a way to lead the birds South.",2.8483,6.938,482,11076
987,Bliss (1997),4/14/1997,"On his wedding day, Joseph nervously admits that his wife is not quite like other women. But his beautiful bride is more than just the ""impulsive, compulsive, obsessive"" woman he thinks he knows. And when Joseph discovers she is hiding troubling secrets, it sends them both on a sexual odyssey that will either destroy or redeem their relationship.",3.2286,5.5,62,63945
988,Grace of My Heart (1996),9/13/1996,"Philadelphia teenager Edna Buxton wins a talent contest during the early rock 'n' roll era, changes her name to Denise Waverly and moves to New York City to make it big. Though she flops as a recording artist, fast-talking record producer Joel Millner recognizes her songwriting talent and teams her with struggling songsmith Howard Caszatt.",2.6012,6.11,59,58985
990,Maximum Risk (1996),9/13/1996,"Alain Moreau's investigation into the death of his identical twin brother leads him from the beauty of the south of France to the mean streets of New York City and into the arms of his brother's beautiful girlfriend. Pursued by ruthless Russian mobsters and renegade FBI agents, the duo race against time to solve his brother's murder and expose an international conspiracy.",3.6046,5.8,521,10861
991,Michael Collins (1996),10/25/1996,"Michael Collins plays a crucial role in the establishment of the Irish Free State in the 1920s, but becomes vilified by those hoping to create a completely independent Irish republic.",3.3765,6.887,490,1770
